kandidaat_id;persoonsgebonden_nummer;selectiejaar;opleiding;instellingscode;motivatiescore;cv_score;interview_score;totaalscore;rangorde;selectie_uitkomst;groep;geslacht;herkomst;hoogste_vooropleiding;gem_eindcijfer_vo;instroom_type
10180;10180.0;2021;B Gezondheidswetenschappen;DEMO;5.55;6.55;7.0;6.48;31;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.8;tussenjaar
10181;;2021;B Gezondheidswetenschappen;DEMO;4.0;4.45;3.52;3.85;277;niet geselecteerd;Niet gestart;;;;;
10182;10182.0;2021;B Gezondheidswetenschappen;DEMO;6.05;5.25;5.47;5.6;97;reserve;Niet gestart;;;;;
10183;;2021;B Gezondheidswetenschappen;DEMO;4.15;5.5;3.73;4.21;235;niet geselecteerd;Niet gestart;;;;;
10184;;2021;B Gezondheidswetenschappen;DEMO;3.05;2.55;1.68;2.26;337;niet geselecteerd;Niet gestart;;;;;
10185;;2021;B Gezondheidswetenschappen;DEMO;3.9;5.05;4.15;4.26;233;niet geselecteerd;Niet gestart;;;;;
10186;;2021;B Gezondheidswetenschappen;DEMO;3.75;4.55;3.65;3.86;276;niet geselecteerd;Niet gestart;;;;;
10187;;2021;B Gezondheidswetenschappen;DEMO;4.65;4.1;3.77;4.1;249;niet geselecteerd;Niet gestart;;;;;
10188;10188.0;2021;B Gezondheidswetenschappen;DEMO;6.45;4.95;6.53;6.19;46;geselecteerd;Gestart, niet naar jaar 2;vrouw;Marokko;vwo profiel cultuur & maatschappij;5.1;direct
10189;;2021;B Gezondheidswetenschappen;DEMO;5.1;4.8;5.65;5.32;117;niet geselecteerd;Niet gestart;;;;;
10190;10190.0;2021;B Gezondheidswetenschappen;DEMO;5.05;4.8;6.4;5.68;83;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;hbo-propedeuse;7.3;switcher
10191;10191.0;2021;B Gezondheidswetenschappen;DEMO;5.85;5.15;5.68;5.62;91;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.6;tussenjaar
10192;;2021;B Gezondheidswetenschappen;DEMO;3.95;5.6;4.38;4.5;207;niet geselecteerd;Niet gestart;;;;;
10193;;2021;B Gezondheidswetenschappen;DEMO;4.6;3.65;4.5;4.36;222;niet geselecteerd;Niet gestart;;;;;
10194;;2021;B Gezondheidswetenschappen;DEMO;4.8;3.2;3.87;4.02;256;niet geselecteerd;Niet gestart;;;;;
10195;10195.0;2021;B Gezondheidswetenschappen;DEMO;5.95;6.5;6.57;6.37;39;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;7.4;tussenjaar
10196;;2021;B Gezondheidswetenschappen;DEMO;2.3;2.25;2.57;2.42;335;niet geselecteerd;Niet gestart;;;;;
10197;;2021;B Gezondheidswetenschappen;DEMO;4.65;4.65;3.2;3.92;268;niet geselecteerd;Niet gestart;;;;;
10198;10198.0;2021;B Gezondheidswetenschappen;DEMO;6.0;6.6;5.23;5.74;79;geselecteerd;Gestart, niet naar jaar 2;man;Nederland;vwo profiel economie & maatschappij;7.2;tussenjaar
10199;;2021;B Gezondheidswetenschappen;DEMO;5.35;5.75;4.27;4.89;168;niet geselecteerd;Niet gestart;;;;;
10200;10200.0;2021;B Gezondheidswetenschappen;DEMO;7.4;6.05;7.35;7.1;11;geselecteerd;Gestart, niet naar jaar 2;vrouw;westerse achtergrond;vwo profiel natuur & gezondheid;7.4;direct
10201;;2021;B Gezondheidswetenschappen;DEMO;2.75;4.3;3.77;3.57;300;niet geselecteerd;Niet gestart;;;;;
10202;;2021;B Gezondheidswetenschappen;DEMO;4.25;4.45;4.88;4.61;200;niet geselecteerd;Niet gestart;;;;;
10203;;2021;B Gezondheidswetenschappen;DEMO;5.35;5.25;4.8;5.06;143;niet geselecteerd;Niet gestart;;;;;
10204;;2021;B Gezondheidswetenschappen;DEMO;1.75;3.25;3.1;2.72;330;niet geselecteerd;Niet gestart;;;;;
10205;;2021;B Gezondheidswetenschappen;DEMO;5.2;5.1;4.8;4.98;155;niet geselecteerd;Niet gestart;;;;;
10206;;2021;B Gezondheidswetenschappen;DEMO;4.55;3.8;5.63;4.94;162;niet geselecteerd;Niet gestart;;;;;
10207;10207.0;2021;B Gezondheidswetenschappen;DEMO;5.3;5.8;5.3;5.4;110;reserve;Gestart, niet naar jaar 2;man;Nederland;vwo profiel economie & maatschappij;7.6;tussenjaar
10208;;2021;B Gezondheidswetenschappen;DEMO;4.0;4.2;4.17;4.12;245;niet geselecteerd;Niet gestart;;;;;
10209;10209.0;2021;B Gezondheidswetenschappen;DEMO;7.05;5.6;7.22;6.84;18;geselecteerd;Gestart, niet naar jaar 2;vrouw;Turkije;vwo profiel natuur & techniek;7.4;tussenjaar
10210;;2021;B Gezondheidswetenschappen;DEMO;4.45;3.25;4.72;4.34;225;niet geselecteerd;Niet gestart;;;;;
10211;;2021;B Gezondheidswetenschappen;DEMO;4.55;3.9;3.88;4.08;251;niet geselecteerd;Niet gestart;;;;;
10212;;2021;B Gezondheidswetenschappen;DEMO;5.1;5.2;4.98;5.06;144;niet geselecteerd;Niet gestart;;;;;
10213;10213.0;2021;B Gezondheidswetenschappen;DEMO;4.8;6.6;5.88;5.7;81;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Marokko;anders;6.9;direct
10214;;2021;B Gezondheidswetenschappen;DEMO;4.0;3.9;3.8;3.88;273;niet geselecteerd;Niet gestart;;;;;
10215;;2021;B Gezondheidswetenschappen;DEMO;4.75;4.25;2.92;3.74;288;niet geselecteerd;Niet gestart;;;;;
10216;10216.0;2021;B Gezondheidswetenschappen;DEMO;5.2;6.45;5.97;5.84;72;geselecteerd;Niet gestart;;;;;
10217;;2021;B Gezondheidswetenschappen;DEMO;4.1;5.45;4.6;4.62;199;niet geselecteerd;Niet gestart;;;;;
10218;10218.0;2021;B Gezondheidswetenschappen;DEMO;8.65;5.2;6.73;7.0;16;geselecteerd;Doorgestroomd naar jaar 2;vrouw;westerse achtergrond;vwo profiel economie & maatschappij;6.9;direct
10219;10219.0;2021;B Gezondheidswetenschappen;DEMO;5.95;6.8;7.18;6.74;20;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & techniek;7.9;direct
10220;;2021;B Gezondheidswetenschappen;DEMO;4.0;4.9;4.45;4.4;219;niet geselecteerd;Niet gestart;;;;;
10221;;2021;B Gezondheidswetenschappen;DEMO;3.95;5.1;4.52;4.46;215;niet geselecteerd;Niet gestart;;;;;
10222;;2021;B Gezondheidswetenschappen;DEMO;5.55;4.55;5.27;5.21;130;niet geselecteerd;Niet gestart;;;;;
10223;;2021;B Gezondheidswetenschappen;DEMO;5.6;4.05;4.9;4.94;163;niet geselecteerd;Niet gestart;;;;;
10224;10224.0;2021;B Gezondheidswetenschappen;DEMO;6.0;5.5;5.78;5.79;77;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.5;direct
10225;;2021;B Gezondheidswetenschappen;DEMO;5.85;4.35;4.73;4.99;154;niet geselecteerd;Niet gestart;;;;;
10226;10226.0;2021;B Gezondheidswetenschappen;DEMO;5.95;6.7;5.87;6.06;50;geselecteerd;Niet gestart;;;;;
10227;;2021;B Gezondheidswetenschappen;DEMO;5.2;5.0;4.93;5.03;149;niet geselecteerd;Niet gestart;;;;;
10228;;2021;B Gezondheidswetenschappen;DEMO;1.8;2.75;2.37;2.28;336;niet geselecteerd;Niet gestart;;;;;
10229;;2021;B Gezondheidswetenschappen;DEMO;4.4;4.95;3.68;4.15;241;niet geselecteerd;Niet gestart;;;;;
10230;10230.0;2021;B Gezondheidswetenschappen;DEMO;7.2;5.0;7.17;6.74;21;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel economie & maatschappij;6.6;tussenjaar
10231;;2021;B Gezondheidswetenschappen;DEMO;4.8;4.35;5.28;4.95;161;niet geselecteerd;Niet gestart;;;;;
10232;;2021;B Gezondheidswetenschappen;DEMO;4.3;3.85;4.15;4.14;242;niet geselecteerd;Niet gestart;;;;;
10233;10233.0;2021;B Gezondheidswetenschappen;DEMO;8.95;8.3;7.15;7.92;4;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;7.4;direct
10234;10234.0;2021;B Gezondheidswetenschappen;DEMO;7.1;6.8;6.45;6.72;23;geselecteerd;Gestart, niet naar jaar 2;man;overig niet-westers;vwo profiel cultuur & maatschappij;6.7;direct
10235;;2021;B Gezondheidswetenschappen;DEMO;4.65;4.1;2.98;3.7;291;niet geselecteerd;Niet gestart;;;;;
10236;10236.0;2021;B Gezondheidswetenschappen;DEMO;5.95;5.75;5.2;5.54;100;reserve;Niet gestart;;;;;
10237;;2021;B Gezondheidswetenschappen;DEMO;5.2;4.75;5.27;5.14;138;niet geselecteerd;Niet gestart;;;;;
10238;;2021;B Gezondheidswetenschappen;DEMO;4.65;3.95;4.58;4.47;213;niet geselecteerd;Niet gestart;;;;;
10239;;2021;B Gezondheidswetenschappen;DEMO;4.1;3.15;3.98;3.85;278;niet geselecteerd;Niet gestart;;;;;
10240;10240.0;2021;B Gezondheidswetenschappen;DEMO;6.35;5.0;5.8;5.8;76;geselecteerd;Gestart, niet naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;7.3;tussenjaar
10241;;2021;B Gezondheidswetenschappen;DEMO;5.25;4.85;4.97;5.03;150;niet geselecteerd;Niet gestart;;;;;
10242;;2021;B Gezondheidswetenschappen;DEMO;5.55;5.25;4.6;5.01;152;niet geselecteerd;Niet gestart;;;;;
10243;10243.0;2021;B Gezondheidswetenschappen;DEMO;6.55;6.2;6.95;6.68;24;geselecteerd;Gestart, niet naar jaar 2;vrouw;Turkije;hbo-propedeuse;6.6;switcher
10244;;2021;B Gezondheidswetenschappen;DEMO;4.45;5.05;4.78;4.74;182;niet geselecteerd;Niet gestart;;;;;
10245;;2021;B Gezondheidswetenschappen;DEMO;3.65;4.3;3.72;3.82;280;niet geselecteerd;Niet gestart;;;;;
10246;;2021;B Gezondheidswetenschappen;DEMO;4.95;5.5;4.92;5.04;148;niet geselecteerd;Niet gestart;;;;;
10247;10247.0;2021;B Gezondheidswetenschappen;DEMO;5.6;6.15;5.45;5.64;88;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;7.6;direct
10248;10248.0;2021;B Gezondheidswetenschappen;DEMO;7.2;6.15;6.37;6.58;27;geselecteerd;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.7;direct
10249;10249.0;2021;B Gezondheidswetenschappen;DEMO;6.7;5.55;5.53;5.89;69;geselecteerd;Gestart, niet naar jaar 2;vrouw;overig niet-westers;vwo profiel natuur & techniek;6.8;direct
10250;;2021;B Gezondheidswetenschappen;DEMO;4.45;3.5;3.05;3.56;301;niet geselecteerd;Niet gestart;;;;;
10251;;2021;B Gezondheidswetenschappen;DEMO;4.0;2.8;3.65;3.58;299;niet geselecteerd;Niet gestart;;;;;
10252;;2021;B Gezondheidswetenschappen;DEMO;3.5;4.35;4.17;4.0;258;niet geselecteerd;Niet gestart;;;;;
10253;;2021;B Gezondheidswetenschappen;DEMO;3.45;4.35;3.95;3.88;274;niet geselecteerd;Niet gestart;;;;;
10254;10254.0;2021;B Gezondheidswetenschappen;DEMO;5.8;4.35;5.5;5.36;115;reserve;Niet gestart;;;;;
10255;;2021;B Gezondheidswetenschappen;DEMO;2.8;3.6;3.57;3.34;309;niet geselecteerd;Niet gestart;;;;;
10256;10256.0;2021;B Gezondheidswetenschappen;DEMO;5.85;6.2;5.85;5.92;66;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;7.5;direct
10257;10257.0;2021;B Gezondheidswetenschappen;DEMO;5.5;6.05;6.33;6.02;57;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.4;direct
10258;;2021;B Gezondheidswetenschappen;DEMO;4.3;4.65;5.13;4.78;177;niet geselecteerd;Niet gestart;;;;;
10259;;2021;B Gezondheidswetenschappen;DEMO;4.0;4.4;3.02;3.59;298;niet geselecteerd;Niet gestart;;;;;
10260;10260.0;2021;B Gezondheidswetenschappen;DEMO;4.95;5.7;5.95;5.6;98;reserve;Niet gestart;;;;;
10261;10261.0;2021;B Gezondheidswetenschappen;DEMO;6.65;5.15;5.22;5.64;89;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;8.1;tussenjaar
10262;;2021;B Gezondheidswetenschappen;DEMO;4.8;4.6;4.9;4.81;175;niet geselecteerd;Niet gestart;;;;;
10263;;2021;B Gezondheidswetenschappen;DEMO;6.25;4.95;4.7;5.22;128;niet geselecteerd;Niet gestart;;;;;
10264;;2021;B Gezondheidswetenschappen;DEMO;6.15;5.3;4.2;5.01;153;niet geselecteerd;Niet gestart;;;;;
10265;;2021;B Gezondheidswetenschappen;DEMO;3.8;3.7;3.85;3.8;282;niet geselecteerd;Niet gestart;;;;;
10266;;2021;B Gezondheidswetenschappen;DEMO;3.85;5.1;3.9;4.12;246;niet geselecteerd;Niet gestart;;;;;
10267;10267.0;2021;B Gezondheidswetenschappen;DEMO;6.3;6.8;5.8;6.15;48;geselecteerd;Gestart, niet naar jaar 2;man;Nederland;hbo-propedeuse;6.8;switcher
10268;;2021;B Gezondheidswetenschappen;DEMO;5.3;3.4;4.07;4.3;228;niet geselecteerd;Niet gestart;;;;;
10269;10269.0;2021;B Gezondheidswetenschappen;DEMO;4.75;6.25;6.6;5.98;59;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel economie & maatschappij;7.2;direct
10270;;2021;B Gezondheidswetenschappen;DEMO;3.5;5.2;3.33;3.76;284;niet geselecteerd;Niet gestart;;;;;
10271;10271.0;2021;B Gezondheidswetenschappen;DEMO;7.35;6.2;6.62;6.76;19;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Turkije;vwo profiel natuur & gezondheid;7.2;direct
10272;10272.0;2021;B Gezondheidswetenschappen;DEMO;6.75;5.45;5.67;5.95;64;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.5;direct
10273;;2021;B Gezondheidswetenschappen;DEMO;5.55;6.0;4.82;5.28;120;niet geselecteerd;Niet gestart;;;;;
10274;;2021;B Gezondheidswetenschappen;DEMO;4.6;6.25;4.22;4.74;183;niet geselecteerd;Niet gestart;;;;;
10275;;2021;B Gezondheidswetenschappen;DEMO;2.9;2.85;3.23;3.06;319;niet geselecteerd;Niet gestart;;;;;
10276;10276.0;2021;B Gezondheidswetenschappen;DEMO;6.1;5.55;7.03;6.46;34;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.3;tussenjaar
10277;;2021;B Gezondheidswetenschappen;DEMO;5.3;4.65;4.47;4.76;181;niet geselecteerd;Niet gestart;;;;;
10278;;2021;B Gezondheidswetenschappen;DEMO;3.05;2.1;3.93;3.3;313;niet geselecteerd;Niet gestart;;;;;
10279;10279.0;2021;B Gezondheidswetenschappen;DEMO;5.4;5.5;5.43;5.44;108;reserve;Niet gestart;;;;;
10280;;2021;B Gezondheidswetenschappen;DEMO;3.45;4.1;3.67;3.69;293;niet geselecteerd;Niet gestart;;;;;
10281;10281.0;2021;B Gezondheidswetenschappen;DEMO;4.65;6.05;5.57;5.39;112;reserve;Niet gestart;;;;;
10282;;2021;B Gezondheidswetenschappen;DEMO;5.15;4.8;5.6;5.3;119;niet geselecteerd;Niet gestart;;;;;
10283;10283.0;2021;B Gezondheidswetenschappen;DEMO;7.9;8.6;7.47;7.82;5;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;7.5;tussenjaar
10284;;2021;B Gezondheidswetenschappen;DEMO;2.5;1.7;1.47;1.82;339;niet geselecteerd;Niet gestart;;;;;
10285;10285.0;2021;B Gezondheidswetenschappen;DEMO;6.0;4.25;5.92;5.61;94;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;5.9;tussenjaar
10286;;2021;B Gezondheidswetenschappen;DEMO;3.9;5.2;4.55;4.48;211;niet geselecteerd;Niet gestart;;;;;
10287;10287.0;2021;B Gezondheidswetenschappen;DEMO;5.3;5.0;5.58;5.38;113;reserve;Niet gestart;;;;;
10288;;2021;B Gezondheidswetenschappen;DEMO;5.0;4.3;4.77;4.74;184;niet geselecteerd;Niet gestart;;;;;
10289;;2021;B Gezondheidswetenschappen;DEMO;4.3;6.5;4.95;5.06;145;niet geselecteerd;Niet gestart;;;;;
10290;;2021;B Gezondheidswetenschappen;DEMO;4.5;5.05;4.65;4.68;191;niet geselecteerd;Niet gestart;;;;;
10291;;2021;B Gezondheidswetenschappen;DEMO;4.75;5.1;5.08;4.98;156;niet geselecteerd;Niet gestart;;;;;
10292;;2021;B Gezondheidswetenschappen;DEMO;4.1;4.2;3.87;4.0;259;niet geselecteerd;Niet gestart;;;;;
10293;;2021;B Gezondheidswetenschappen;DEMO;3.1;2.6;3.48;3.19;318;niet geselecteerd;Niet gestart;;;;;
10294;;2021;B Gezondheidswetenschappen;DEMO;3.85;3.1;3.43;3.49;303;niet geselecteerd;Niet gestart;;;;;
10295;10295.0;2021;B Gezondheidswetenschappen;DEMO;6.45;5.55;5.75;5.92;67;geselecteerd;Doorgestroomd naar jaar 2;man;westerse achtergrond;vwo profiel economie & maatschappij;6.7;tussenjaar
10296;10296.0;2021;B Gezondheidswetenschappen;DEMO;5.55;6.0;6.2;5.96;61;geselecteerd;Gestart, niet naar jaar 2;man;overig niet-westers;vwo profiel cultuur & maatschappij;7.1;direct
10297;10297.0;2021;B Gezondheidswetenschappen;DEMO;5.8;6.05;5.33;5.62;92;geselecteerd;Gestart, niet naar jaar 2;vrouw;overig niet-westers;vwo profiel natuur & gezondheid;7.1;tussenjaar
10298;;2021;B Gezondheidswetenschappen;DEMO;3.8;4.1;3.9;3.91;269;niet geselecteerd;Niet gestart;;;;;
10299;10299.0;2021;B Gezondheidswetenschappen;DEMO;6.4;5.25;6.82;6.38;38;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;8.5;direct
10300;;2021;B Gezondheidswetenschappen;DEMO;4.6;4.5;4.6;4.58;203;niet geselecteerd;Niet gestart;;;;;
10301;;2021;B Gezondheidswetenschappen;DEMO;3.7;5.3;3.48;3.91;270;niet geselecteerd;Niet gestart;;;;;
10302;;2021;B Gezondheidswetenschappen;DEMO;4.2;6.2;4.37;4.69;188;niet geselecteerd;Niet gestart;;;;;
10303;;2021;B Gezondheidswetenschappen;DEMO;4.95;4.15;5.92;5.28;121;niet geselecteerd;Niet gestart;;;;;
10304;;2021;B Gezondheidswetenschappen;DEMO;3.6;3.1;1.9;2.65;333;niet geselecteerd;Niet gestart;;;;;
10305;;2021;B Gezondheidswetenschappen;DEMO;3.25;2.85;3.35;3.22;316;niet geselecteerd;Niet gestart;;;;;
10306;10306.0;2021;B Gezondheidswetenschappen;DEMO;7.35;5.55;7.5;7.06;15;geselecteerd;Niet gestart;;;;;
10307;;2021;B Gezondheidswetenschappen;DEMO;4.1;4.95;3.75;4.1;250;niet geselecteerd;Niet gestart;;;;;
10308;;2021;B Gezondheidswetenschappen;DEMO;3.45;4.55;3.73;3.81;281;niet geselecteerd;Niet gestart;;;;;
10309;;2021;B Gezondheidswetenschappen;DEMO;3.2;3.1;4.13;3.64;295;niet geselecteerd;Niet gestart;;;;;
10310;;2021;B Gezondheidswetenschappen;DEMO;3.55;2.7;2.65;2.93;323;niet geselecteerd;Niet gestart;;;;;
10311;;2021;B Gezondheidswetenschappen;DEMO;5.05;5.85;5.05;5.21;131;niet geselecteerd;Niet gestart;;;;;
10312;;2021;B Gezondheidswetenschappen;DEMO;4.65;4.25;4.4;4.44;216;niet geselecteerd;Niet gestart;;;;;
10313;10313.0;2021;B Gezondheidswetenschappen;DEMO;5.75;5.7;5.6;5.66;85;geselecteerd;Gestart, niet naar jaar 2;vrouw;Marokko;vwo profiel cultuur & maatschappij;8.0;direct
10314;;2021;B Gezondheidswetenschappen;DEMO;1.55;1.25;1.27;1.35;341;niet geselecteerd;Niet gestart;;;;;
10315;10315.0;2021;B Gezondheidswetenschappen;DEMO;5.65;6.1;6.1;5.96;62;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;7.2;tussenjaar
10316;;2021;B Gezondheidswetenschappen;DEMO;4.05;4.6;3.85;4.06;252;niet geselecteerd;Niet gestart;;;;;
10317;10317.0;2021;B Gezondheidswetenschappen;DEMO;7.55;6.05;7.25;7.1;12;geselecteerd;Doorgestroomd naar jaar 2;man;Suriname/Antillen;vwo profiel natuur & gezondheid;7.3;tussenjaar
10318;;2021;B Gezondheidswetenschappen;DEMO;2.0;4.15;2.93;2.9;325;niet geselecteerd;Niet gestart;;;;;
10319;;2021;B Gezondheidswetenschappen;DEMO;5.75;5.35;4.73;5.16;134;niet geselecteerd;Niet gestart;;;;;
10320;;2021;B Gezondheidswetenschappen;DEMO;3.7;3.15;4.05;3.76;285;niet geselecteerd;Niet gestart;;;;;
10321;;2021;B Gezondheidswetenschappen;DEMO;3.75;3.95;3.38;3.6;297;niet geselecteerd;Niet gestart;;;;;
10322;;2021;B Gezondheidswetenschappen;DEMO;5.05;4.55;5.03;4.94;164;niet geselecteerd;Niet gestart;;;;;
10323;;2021;B Gezondheidswetenschappen;DEMO;4.8;6.05;4.45;4.88;169;niet geselecteerd;Niet gestart;;;;;
10324;;2021;B Gezondheidswetenschappen;DEMO;2.65;2.95;2.57;2.67;332;niet geselecteerd;Niet gestart;;;;;
10325;;2021;B Gezondheidswetenschappen;DEMO;4.55;4.3;4.52;4.49;209;niet geselecteerd;Niet gestart;;;;;
10326;10326.0;2021;B Gezondheidswetenschappen;DEMO;8.05;7.7;8.53;8.22;2;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.0;direct
10327;;2021;B Gezondheidswetenschappen;DEMO;4.75;5.95;3.55;4.39;220;niet geselecteerd;Niet gestart;;;;;
10328;10328.0;2021;B Gezondheidswetenschappen;DEMO;6.8;6.2;6.38;6.47;32;geselecteerd;Gestart, niet naar jaar 2;man;westerse achtergrond;vwo profiel natuur & techniek;7.5;direct
10329;;2021;B Gezondheidswetenschappen;DEMO;3.7;3.4;3.08;3.33;310;niet geselecteerd;Niet gestart;;;;;
10330;;2021;B Gezondheidswetenschappen;DEMO;4.15;3.85;5.4;4.72;187;niet geselecteerd;Niet gestart;;;;;
10331;10331.0;2021;B Gezondheidswetenschappen;DEMO;7.4;6.55;8.13;7.6;7;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.8;tussenjaar
10332;10332.0;2021;B Gezondheidswetenschappen;DEMO;5.35;6.35;5.35;5.55;99;reserve;Niet gestart;;;;;
10333;;2021;B Gezondheidswetenschappen;DEMO;5.1;5.45;4.22;4.73;185;niet geselecteerd;Niet gestart;;;;;
10334;;2021;B Gezondheidswetenschappen;DEMO;2.25;3.55;2.87;2.82;327;niet geselecteerd;Niet gestart;;;;;
10335;;2021;B Gezondheidswetenschappen;DEMO;5.25;5.4;5.25;5.28;122;niet geselecteerd;Niet gestart;;;;;
10336;;2021;B Gezondheidswetenschappen;DEMO;3.75;4.0;4.47;4.16;239;niet geselecteerd;Niet gestart;;;;;
10337;;2021;B Gezondheidswetenschappen;DEMO;5.7;4.35;3.93;4.54;206;niet geselecteerd;Niet gestart;;;;;
10338;;2021;B Gezondheidswetenschappen;DEMO;3.1;4.3;3.07;3.32;312;niet geselecteerd;Niet gestart;;;;;
10339;10339.0;2021;B Gezondheidswetenschappen;DEMO;7.5;5.75;6.48;6.64;26;geselecteerd;Doorgestroomd naar jaar 2;man;westerse achtergrond;vwo profiel natuur & techniek;6.6;direct
10340;;2021;B Gezondheidswetenschappen;DEMO;3.4;4.25;2.65;3.2;317;niet geselecteerd;Niet gestart;;;;;
10341;;2021;B Gezondheidswetenschappen;DEMO;3.95;5.3;4.78;4.64;196;niet geselecteerd;Niet gestart;;;;;
10342;;2021;B Gezondheidswetenschappen;DEMO;5.1;4.5;4.33;4.6;202;niet geselecteerd;Niet gestart;;;;;
10343;10343.0;2022;B Gezondheidswetenschappen;DEMO;5.45;5.6;6.25;5.88;114;reserve;Niet gestart;;;;;
10344;;2022;B Gezondheidswetenschappen;DEMO;2.95;3.05;4.02;3.5;370;niet geselecteerd;Niet gestart;;;;;
10345;;2022;B Gezondheidswetenschappen;DEMO;4.75;4.8;5.18;4.97;221;niet geselecteerd;Niet gestart;;;;;
10346;;2022;B Gezondheidswetenschappen;DEMO;3.45;3.3;3.52;3.46;374;niet geselecteerd;Niet gestart;;;;;
10347;10347.0;2022;B Gezondheidswetenschappen;DEMO;7.1;8.25;6.9;7.23;15;geselecteerd;Doorgestroomd naar jaar 2;man;westerse achtergrond;vwo profiel cultuur & maatschappij;6.7;direct
10348;;2022;B Gezondheidswetenschappen;DEMO;4.15;4.5;4.4;4.35;295;niet geselecteerd;Niet gestart;;;;;
10349;;2022;B Gezondheidswetenschappen;DEMO;4.25;3.4;3.08;3.5;371;niet geselecteerd;Niet gestart;;;;;
10350;;2022;B Gezondheidswetenschappen;DEMO;5.5;4.15;5.95;5.46;162;niet geselecteerd;Niet gestart;;;;;
10351;10351.0;2022;B Gezondheidswetenschappen;DEMO;5.5;7.55;6.5;6.41;63;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;7.0;tussenjaar
10352;;2022;B Gezondheidswetenschappen;DEMO;4.8;4.85;3.37;4.1;317;niet geselecteerd;Niet gestart;;;;;
10353;;2022;B Gezondheidswetenschappen;DEMO;3.75;4.95;4.98;4.61;276;niet geselecteerd;Niet gestart;;;;;
10354;;2022;B Gezondheidswetenschappen;DEMO;4.65;4.65;4.47;4.56;281;niet geselecteerd;Niet gestart;;;;;
10355;10355.0;2022;B Gezondheidswetenschappen;DEMO;7.0;6.1;6.27;6.45;58;geselecteerd;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.8;direct
10356;;2022;B Gezondheidswetenschappen;DEMO;4.55;4.75;4.17;4.4;290;niet geselecteerd;Niet gestart;;;;;
10357;10357.0;2022;B Gezondheidswetenschappen;DEMO;7.85;7.3;8.3;7.97;1;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;7.7;tussenjaar
10358;10358.0;2022;B Gezondheidswetenschappen;DEMO;6.4;6.1;5.9;6.09;93;geselecteerd;Niet gestart;;;;;
10359;10359.0;2022;B Gezondheidswetenschappen;DEMO;6.25;7.35;6.42;6.56;48;geselecteerd;Doorgestroomd naar jaar 2;vrouw;westerse achtergrond;anders;6.8;direct
10360;;2022;B Gezondheidswetenschappen;DEMO;3.6;5.25;3.53;3.89;334;niet geselecteerd;Niet gestart;;;;;
10361;;2022;B Gezondheidswetenschappen;DEMO;4.65;5.3;5.08;5.0;216;niet geselecteerd;Niet gestart;;;;;
10362;;2022;B Gezondheidswetenschappen;DEMO;2.55;3.3;3.63;3.24;386;niet geselecteerd;Niet gestart;;;;;
10363;;2022;B Gezondheidswetenschappen;DEMO;5.05;3.7;5.32;4.92;226;niet geselecteerd;Niet gestart;;;;;
10364;;2022;B Gezondheidswetenschappen;DEMO;3.3;4.25;2.95;3.32;382;niet geselecteerd;Niet gestart;;;;;
