kandidaat_id;selectiejaar;instrument;item;criterium;score
10191;2021;cv;opleiding;relevantie;5.9
10192;2021;cv;opleiding;relevantie;5.5
10193;2021;cv;opleiding;relevantie;2.5
10194;2021;cv;opleiding;relevantie;4.2
10195;2021;cv;opleiding;relevantie;5.8
10196;2021;cv;opleiding;relevantie;3.5
10197;2021;cv;opleiding;relevantie;4.1
10198;2021;cv;opleiding;relevantie;6.2
10199;2021;cv;opleiding;relevantie;5.3
10200;2021;cv;opleiding;relevantie;4.7
10201;2021;cv;opleiding;relevantie;3.9
10202;2021;cv;opleiding;relevantie;4.9
10203;2021;cv;opleiding;relevantie;4.8
10204;2021;cv;opleiding;relevantie;3.4
10205;2021;cv;opleiding;relevantie;5.7
10206;2021;cv;opleiding;relevantie;3.9
10207;2021;cv;opleiding;relevantie;5.3
10208;2021;cv;opleiding;relevantie;4.3
10209;2021;cv;opleiding;relevantie;6.4
10210;2021;cv;opleiding;relevantie;2.5
10211;2021;cv;opleiding;relevantie;4.4
10212;2021;cv;opleiding;relevantie;5.2
10213;2021;cv;opleiding;relevantie;7.2
10214;2021;cv;opleiding;relevantie;5.0
10215;2021;cv;opleiding;relevantie;3.4
10216;2021;cv;opleiding;relevantie;6.4
10217;2021;cv;opleiding;relevantie;6.8
10218;2021;cv;opleiding;relevantie;4.2
10219;2021;cv;opleiding;relevantie;6.5
10220;2021;cv;opleiding;relevantie;4.8
10221;2021;cv;opleiding;relevantie;6.0
10222;2021;cv;opleiding;relevantie;4.5
10223;2021;cv;opleiding;relevantie;4.9
10224;2021;cv;opleiding;relevantie;5.1
10225;2021;cv;opleiding;relevantie;5.6
10226;2021;cv;opleiding;relevantie;6.8
10227;2021;cv;opleiding;relevantie;5.0
10228;2021;cv;opleiding;relevantie;3.0
10229;2021;cv;opleiding;relevantie;4.3
10230;2021;cv;opleiding;relevantie;5.6
10231;2021;cv;opleiding;relevantie;4.4
10232;2021;cv;opleiding;relevantie;3.0
10233;2021;cv;opleiding;relevantie;8.9
10234;2021;cv;opleiding;relevantie;6.4
10235;2021;cv;opleiding;relevantie;4.2
10236;2021;cv;opleiding;relevantie;6.0
10237;2021;cv;opleiding;relevantie;5.1
10238;2021;cv;opleiding;relevantie;4.9
10239;2021;cv;opleiding;relevantie;4.0
10240;2021;cv;opleiding;relevantie;4.3
10241;2021;cv;opleiding;relevantie;5.0
10242;2021;cv;opleiding;relevantie;4.3
10243;2021;cv;opleiding;relevantie;6.5
10244;2021;cv;opleiding;relevantie;6.2
10245;2021;cv;opleiding;relevantie;3.4
10246;2021;cv;opleiding;relevantie;7.2
10247;2021;cv;opleiding;relevantie;6.5
10248;2021;cv;opleiding;relevantie;7.1
10249;2021;cv;opleiding;relevantie;6.6
10250;2021;cv;opleiding;relevantie;2.0
10251;2021;cv;opleiding;relevantie;3.5
10252;2021;cv;opleiding;relevantie;4.3
10253;2021;cv;opleiding;relevantie;3.6
10254;2021;cv;opleiding;relevantie;4.6
10255;2021;cv;opleiding;relevantie;3.7
10256;2021;cv;opleiding;relevantie;6.9
10257;2021;cv;opleiding;relevantie;7.0
10258;2021;cv;opleiding;relevantie;5.2
10259;2021;cv;opleiding;relevantie;3.7
10260;2021;cv;opleiding;relevantie;6.5
10261;2021;cv;opleiding;relevantie;4.7
10262;2021;cv;opleiding;relevantie;4.8
10263;2021;cv;opleiding;relevantie;4.8
10264;2021;cv;opleiding;relevantie;6.1
10265;2021;cv;opleiding;relevantie;4.8
10266;2021;cv;opleiding;relevantie;5.6
10267;2021;cv;opleiding;relevantie;7.6
10268;2021;cv;opleiding;relevantie;3.9
10269;2021;cv;opleiding;relevantie;6.7
10270;2021;cv;opleiding;relevantie;5.3
10271;2021;cv;opleiding;relevantie;4.5
10272;2021;cv;opleiding;relevantie;5.2
10273;2021;cv;opleiding;relevantie;7.3
10274;2021;cv;opleiding;relevantie;6.5
10275;2021;cv;opleiding;relevantie;3.7
10276;2021;cv;opleiding;relevantie;7.2
10277;2021;cv;opleiding;relevantie;4.4
10278;2021;cv;opleiding;relevantie;2.7
10279;2021;cv;opleiding;relevantie;5.4
10280;2021;cv;opleiding;relevantie;3.9
10281;2021;cv;opleiding;relevantie;6.1
10282;2021;cv;opleiding;relevantie;5.2
10283;2021;cv;opleiding;relevantie;8.3
10284;2021;cv;opleiding;relevantie;1.4
10285;2021;cv;opleiding;relevantie;4.9
10286;2021;cv;opleiding;relevantie;4.9
10287;2021;cv;opleiding;relevantie;4.8
10288;2021;cv;opleiding;relevantie;4.8
10289;2021;cv;opleiding;relevantie;7.1
10290;2021;cv;opleiding;relevantie;4.0
10291;2021;cv;opleiding;relevantie;5.9
10292;2021;cv;opleiding;relevantie;4.2
10293;2021;cv;opleiding;relevantie;3.1
10294;2021;cv;opleiding;relevantie;2.9
10295;2021;cv;opleiding;relevantie;5.9
10296;2021;cv;opleiding;relevantie;5.6
10297;2021;cv;opleiding;relevantie;6.6
10298;2021;cv;opleiding;relevantie;4.2
10299;2021;cv;opleiding;relevantie;4.2
10300;2021;cv;opleiding;relevantie;5.7
10301;2021;cv;opleiding;relevantie;5.2
10302;2021;cv;opleiding;relevantie;7.2
10303;2021;cv;opleiding;relevantie;5.1
10304;2021;cv;opleiding;relevantie;2.8
10305;2021;cv;opleiding;relevantie;1.9
10306;2021;cv;opleiding;relevantie;6.0
10307;2021;cv;opleiding;relevantie;4.5
10308;2021;cv;opleiding;relevantie;3.9
10309;2021;cv;opleiding;relevantie;3.6
10310;2021;cv;opleiding;relevantie;4.4
10311;2021;cv;opleiding;relevantie;4.8
10312;2021;cv;opleiding;relevantie;4.4
10313;2021;cv;opleiding;relevantie;5.6
10314;2021;cv;opleiding;relevantie;1.5
10315;2021;cv;opleiding;relevantie;5.4
10316;2021;cv;opleiding;relevantie;3.9
10317;2021;cv;opleiding;relevantie;5.9
10318;2021;cv;opleiding;relevantie;4.0
10319;2021;cv;opleiding;relevantie;6.0
10320;2021;cv;opleiding;relevantie;2.9
10321;2021;cv;opleiding;relevantie;4.0
10322;2021;cv;opleiding;relevantie;4.3
10323;2021;cv;opleiding;relevantie;6.6
10324;2021;cv;opleiding;relevantie;2.9
10325;2021;cv;opleiding;relevantie;4.7
10326;2021;cv;opleiding;relevantie;8.3
10327;2021;cv;opleiding;relevantie;5.7
10328;2021;cv;opleiding;relevantie;6.0
10329;2021;cv;opleiding;relevantie;3.6
10330;2021;cv;opleiding;relevantie;4.2
10331;2021;cv;opleiding;relevantie;7.3
10332;2021;cv;opleiding;relevantie;6.2
10333;2021;cv;opleiding;relevantie;5.7
10334;2021;cv;opleiding;relevantie;3.8
10335;2021;cv;opleiding;relevantie;5.2
10336;2021;cv;opleiding;relevantie;3.1
10337;2021;cv;opleiding;relevantie;4.6
10338;2021;cv;opleiding;relevantie;4.7
10339;2021;cv;opleiding;relevantie;4.8
10340;2021;cv;opleiding;relevantie;3.1
10341;2021;cv;opleiding;relevantie;5.7
10342;2021;cv;opleiding;relevantie;3.6
10001;2021;cv;ervaring;relevantie;5.7
10002;2021;cv;ervaring;relevantie;5.9
10003;2021;cv;ervaring;relevantie;2.6
10004;2021;cv;ervaring;relevantie;5.3
10005;2021;cv;ervaring;relevantie;4.5
10006;2021;cv;ervaring;relevantie;7.3
10007;2021;cv;ervaring;relevantie;6.0
10008;2021;cv;ervaring;relevantie;5.7
10009;2021;cv;ervaring;relevantie;3.7
10010;2021;cv;ervaring;relevantie;3.7
10011;2021;cv;ervaring;relevantie;8.3
10012;2021;cv;ervaring;relevantie;3.4
10013;2021;cv;ervaring;relevantie;5.4
10014;2021;cv;ervaring;relevantie;8.3
10015;2021;cv;ervaring;relevantie;5.3
10016;2021;cv;ervaring;relevantie;7.2
10017;2021;cv;ervaring;relevantie;3.8
10018;2021;cv;ervaring;relevantie;5.5
10019;2021;cv;ervaring;relevantie;4.6
10020;2021;cv;ervaring;relevantie;6.4
10021;2021;cv;ervaring;relevantie;6.7
10022;2021;cv;ervaring;relevantie;5.6
10023;2021;cv;ervaring;relevantie;6.1
10024;2021;cv;ervaring;relevantie;2.7
10025;2021;cv;ervaring;relevantie;4.4
10026;2021;cv;ervaring;relevantie;6.1
10027;2021;cv;ervaring;relevantie;5.8
10028;2021;cv;ervaring;relevantie;4.5
10029;2021;cv;ervaring;relevantie;5.1
10030;2021;cv;ervaring;relevantie;3.8
10031;2021;cv;ervaring;relevantie;4.5
10032;2021;cv;ervaring;relevantie;4.6
10033;2021;cv;ervaring;relevantie;5.1
10034;2021;cv;ervaring;relevantie;3.9
10035;2021;cv;ervaring;relevantie;3.6
10036;2021;cv;ervaring;relevantie;4.6
10037;2021;cv;ervaring;relevantie;6.1
10038;2021;cv;ervaring;relevantie;2.8
10039;2021;cv;ervaring;relevantie;1.3
10040;2021;cv;ervaring;relevantie;5.2
10041;2021;cv;ervaring;relevantie;5.5
10042;2021;cv;ervaring;relevantie;6.0
10043;2021;cv;ervaring;relevantie;3.3
10044;2021;cv;ervaring;relevantie;5.4
10045;2021;cv;ervaring;relevantie;7.2
10046;2021;cv;ervaring;relevantie;4.0
10047;2021;cv;ervaring;relevantie;5.5
10048;2021;cv;ervaring;relevantie;5.8
10049;2021;cv;ervaring;relevantie;4.2
10050;2021;cv;ervaring;relevantie;4.2
10051;2021;cv;ervaring;relevantie;4.2
10052;2021;cv;ervaring;relevantie;4.4
10053;2021;cv;ervaring;relevantie;5.7
10054;2021;cv;ervaring;relevantie;4.5
10055;2021;cv;ervaring;relevantie;3.0
10056;2021;cv;ervaring;relevantie;6.7
10057;2021;cv;ervaring;relevantie;4.8
10058;2021;cv;ervaring;relevantie;6.3
10059;2021;cv;ervaring;relevantie;7.0
10060;2021;cv;ervaring;relevantie;3.2
10061;2021;cv;ervaring;relevantie;5.9
10062;2021;cv;ervaring;relevantie;3.1
10063;2021;cv;ervaring;relevantie;3.3
10064;2021;cv;ervaring;relevantie;5.9
10065;2021;cv;ervaring;relevantie;3.2
10066;2021;cv;ervaring;relevantie;4.8
10067;2021;cv;ervaring;relevantie;4.9
10068;2021;cv;ervaring;relevantie;5.6
10069;2021;cv;ervaring;relevantie;6.4
10070;2021;cv;ervaring;relevantie;2.8
10071;2021;cv;ervaring;relevantie;5.8
10072;2021;cv;ervaring;relevantie;6.6
10073;2021;cv;ervaring;relevantie;7.3
10074;2021;cv;ervaring;relevantie;6.7
10075;2021;cv;ervaring;relevantie;3.5
10076;2021;cv;ervaring;relevantie;5.8
10077;2021;cv;ervaring;relevantie;5.2
10078;2021;cv;ervaring;relevantie;3.5
10079;2021;cv;ervaring;relevantie;5.3
10080;2021;cv;ervaring;relevantie;5.3
10081;2021;cv;ervaring;relevantie;8.5
10082;2021;cv;ervaring;relevantie;5.7
10083;2021;cv;ervaring;relevantie;6.1
10084;2021;cv;ervaring;relevantie;6.5
10085;2021;cv;ervaring;relevantie;2.6
10086;2021;cv;ervaring;relevantie;3.7
10087;2021;cv;ervaring;relevantie;6.5
10088;2021;cv;ervaring;relevantie;4.0
10089;2021;cv;ervaring;relevantie;4.9
10090;2021;cv;ervaring;relevantie;5.2
10091;2021;cv;ervaring;relevantie;3.7
10092;2021;cv;ervaring;relevantie;6.0
10093;2021;cv;ervaring;relevantie;7.4
10094;2021;cv;ervaring;relevantie;5.3
10095;2021;cv;ervaring;relevantie;4.1
10096;2021;cv;ervaring;relevantie;5.4
10097;2021;cv;ervaring;relevantie;5.4
10098;2021;cv;ervaring;relevantie;6.7
10099;2021;cv;ervaring;relevantie;5.4
10100;2021;cv;ervaring;relevantie;3.7
10101;2021;cv;ervaring;relevantie;4.9
10102;2021;cv;ervaring;relevantie;6.3
10103;2021;cv;ervaring;relevantie;5.4
10104;2021;cv;ervaring;relevantie;3.3
10105;2021;cv;ervaring;relevantie;7.6
10106;2021;cv;ervaring;relevantie;4.7
10107;2021;cv;ervaring;relevantie;5.0
10108;2021;cv;ervaring;relevantie;4.7
10109;2021;cv;ervaring;relevantie;4.7
10110;2021;cv;ervaring;relevantie;5.7
10111;2021;cv;ervaring;relevantie;6.1
10112;2021;cv;ervaring;relevantie;6.4
10113;2021;cv;ervaring;relevantie;5.2
10114;2021;cv;ervaring;relevantie;3.7
10115;2021;cv;ervaring;relevantie;5.7
10116;2021;cv;ervaring;relevantie;6.4
10117;2021;cv;ervaring;relevantie;3.8
10118;2021;cv;ervaring;relevantie;4.3
10119;2021;cv;ervaring;relevantie;3.3
10120;2021;cv;ervaring;relevantie;4.3
10121;2021;cv;ervaring;relevantie;4.3
10122;2021;cv;ervaring;relevantie;5.0
10123;2021;cv;ervaring;relevantie;3.3
10124;2021;cv;ervaring;relevantie;6.6
10125;2021;cv;ervaring;relevantie;6.2
10126;2021;cv;ervaring;relevantie;5.6
10127;2021;cv;ervaring;relevantie;1.8
10128;2021;cv;ervaring;relevantie;4.2
10129;2021;cv;ervaring;relevantie;5.0
10130;2021;cv;ervaring;relevantie;5.7
10131;2021;cv;ervaring;relevantie;4.7
10132;2021;cv;ervaring;relevantie;4.1
10133;2021;cv;ervaring;relevantie;6.4
10134;2021;cv;ervaring;relevantie;6.2
10135;2021;cv;ervaring;relevantie;4.3
10136;2021;cv;ervaring;relevantie;4.5
10137;2021;cv;ervaring;relevantie;3.5
10138;2021;cv;ervaring;relevantie;6.8
10139;2021;cv;ervaring;relevantie;5.0
10140;2021;cv;ervaring;relevantie;3.3
10141;2021;cv;ervaring;relevantie;6.7
10142;2021;cv;ervaring;relevantie;4.9
10143;2021;cv;ervaring;relevantie;4.8
10144;2021;cv;ervaring;relevantie;3.6
10145;2021;cv;ervaring;relevantie;6.1
10146;2021;cv;ervaring;relevantie;3.8
10147;2021;cv;ervaring;relevantie;6.4
10148;2021;cv;ervaring;relevantie;2.2
10149;2021;cv;ervaring;relevantie;6.1
10150;2021;cv;ervaring;relevantie;2.6
10151;2021;cv;ervaring;relevantie;7.6
10152;2021;cv;ervaring;relevantie;3.2
10153;2021;cv;ervaring;relevantie;1.7
10154;2021;cv;ervaring;relevantie;4.8
10155;2021;cv;ervaring;relevantie;4.3
10156;2021;cv;ervaring;relevantie;6.6
10157;2021;cv;ervaring;relevantie;7.2
10158;2021;cv;ervaring;relevantie;3.0
10159;2021;cv;ervaring;relevantie;5.5
10160;2021;cv;ervaring;relevantie;4.4
10161;2021;cv;ervaring;relevantie;5.9
10162;2021;cv;ervaring;relevantie;6.3
10163;2021;cv;ervaring;relevantie;3.8
10164;2021;cv;ervaring;relevantie;3.9
10165;2021;cv;ervaring;relevantie;2.7
10166;2021;cv;ervaring;relevantie;1.6
10167;2021;cv;ervaring;relevantie;5.6
10168;2021;cv;ervaring;relevantie;5.0
10169;2021;cv;ervaring;relevantie;5.1
10170;2021;cv;ervaring;relevantie;7.4
10171;2021;cv;ervaring;relevantie;5.0
10172;2021;cv;ervaring;relevantie;4.7
10173;2021;cv;ervaring;relevantie;5.2
10174;2021;cv;ervaring;relevantie;5.9
10175;2021;cv;ervaring;relevantie;4.8
10176;2021;cv;ervaring;relevantie;8.1
10177;2021;cv;ervaring;relevantie;7.1
10178;2021;cv;ervaring;relevantie;4.7
10179;2021;cv;ervaring;relevantie;4.3
10180;2021;cv;ervaring;relevantie;5.4
10181;2021;cv;ervaring;relevantie;4.7
10182;2021;cv;ervaring;relevantie;4.8
10183;2021;cv;ervaring;relevantie;6.1
10184;2021;cv;ervaring;relevantie;2.7
10185;2021;cv;ervaring;relevantie;5.2
10186;2021;cv;ervaring;relevantie;4.4
10187;2021;cv;ervaring;relevantie;3.3
10188;2021;cv;ervaring;relevantie;5.6
10189;2021;cv;ervaring;relevantie;5.1
10190;2021;cv;ervaring;relevantie;3.7
10191;2021;cv;ervaring;relevantie;4.4
10192;2021;cv;ervaring;relevantie;5.7
10193;2021;cv;ervaring;relevantie;4.8
10194;2021;cv;ervaring;relevantie;2.2
10195;2021;cv;ervaring;relevantie;7.2
10196;2021;cv;ervaring;relevantie;1.0
10197;2021;cv;ervaring;relevantie;5.2
10198;2021;cv;ervaring;relevantie;7.0
10199;2021;cv;ervaring;relevantie;6.2
10200;2021;cv;ervaring;relevantie;7.4
10201;2021;cv;ervaring;relevantie;4.7
10202;2021;cv;ervaring;relevantie;4.0
10203;2021;cv;ervaring;relevantie;5.7
10204;2021;cv;ervaring;relevantie;3.1
10205;2021;cv;ervaring;relevantie;4.5
10206;2021;cv;ervaring;relevantie;3.7
10207;2021;cv;ervaring;relevantie;6.3
10208;2021;cv;ervaring;relevantie;4.1
10209;2021;cv;ervaring;relevantie;4.8
10210;2021;cv;ervaring;relevantie;4.0
10211;2021;cv;ervaring;relevantie;3.4
10212;2021;cv;ervaring;relevantie;5.2
10213;2021;cv;ervaring;relevantie;6.0
10214;2021;cv;ervaring;relevantie;2.8
10215;2021;cv;ervaring;relevantie;5.1
10216;2021;cv;ervaring;relevantie;6.5
10217;2021;cv;ervaring;relevantie;4.1
10218;2021;cv;ervaring;relevantie;6.2
10219;2021;cv;ervaring;relevantie;7.1
10220;2021;cv;ervaring;relevantie;5.0
10221;2021;cv;ervaring;relevantie;4.2
10222;2021;cv;ervaring;relevantie;4.6
10223;2021;cv;ervaring;relevantie;3.2
10224;2021;cv;ervaring;relevantie;5.9
10225;2021;cv;ervaring;relevantie;3.1
10226;2021;cv;ervaring;relevantie;6.6
10227;2021;cv;ervaring;relevantie;5.0
10228;2021;cv;ervaring;relevantie;2.5
10229;2021;cv;ervaring;relevantie;5.6
10230;2021;cv;ervaring;relevantie;4.4
10231;2021;cv;ervaring;relevantie;4.3
10232;2021;cv;ervaring;relevantie;4.7
10233;2021;cv;ervaring;relevantie;7.7
10234;2021;cv;ervaring;relevantie;7.2
10235;2021;cv;ervaring;relevantie;4.0
10236;2021;cv;ervaring;relevantie;5.5
10237;2021;cv;ervaring;relevantie;4.4
10238;2021;cv;ervaring;relevantie;3.0
10239;2021;cv;ervaring;relevantie;2.3
10240;2021;cv;ervaring;relevantie;5.7
10241;2021;cv;ervaring;relevantie;4.7
10242;2021;cv;ervaring;relevantie;6.2
10243;2021;cv;ervaring;relevantie;5.9
10244;2021;cv;ervaring;relevantie;3.9
10245;2021;cv;ervaring;relevantie;5.2
10246;2021;cv;ervaring;relevantie;3.8
10247;2021;cv;ervaring;relevantie;5.8
10248;2021;cv;ervaring;relevantie;5.2
10249;2021;cv;ervaring;relevantie;4.5
10250;2021;cv;ervaring;relevantie;5.0
10251;2021;cv;ervaring;relevantie;2.1
10252;2021;cv;ervaring;relevantie;4.4
10253;2021;cv;ervaring;relevantie;5.1
10254;2021;cv;ervaring;relevantie;4.1
10255;2021;cv;ervaring;relevantie;3.5
10256;2021;cv;ervaring;relevantie;5.5
10257;2021;cv;ervaring;relevantie;5.1
10258;2021;cv;ervaring;relevantie;4.1
10259;2021;cv;ervaring;relevantie;5.1
10260;2021;cv;ervaring;relevantie;4.9
10261;2021;cv;ervaring;relevantie;5.6
10262;2021;cv;ervaring;relevantie;4.4
10263;2021;cv;ervaring;relevantie;5.1
10264;2021;cv;ervaring;relevantie;4.5
10265;2021;cv;ervaring;relevantie;2.6
10266;2021;cv;ervaring;relevantie;4.6
10267;2021;cv;ervaring;relevantie;6.0
10268;2021;cv;ervaring;relevantie;2.9
10269;2021;cv;ervaring;relevantie;5.8
10270;2021;cv;ervaring;relevantie;5.1
10271;2021;cv;ervaring;relevantie;7.9
10272;2021;cv;ervaring;relevantie;5.7
10273;2021;cv;ervaring;relevantie;4.7
10274;2021;cv;ervaring;relevantie;6.0
10275;2021;cv;ervaring;relevantie;2.0
10276;2021;cv;ervaring;relevantie;3.9
10277;2021;cv;ervaring;relevantie;4.9
10278;2021;cv;ervaring;relevantie;1.5
10279;2021;cv;ervaring;relevantie;5.6
10280;2021;cv;ervaring;relevantie;4.3
10281;2021;cv;ervaring;relevantie;6.0
10282;2021;cv;ervaring;relevantie;4.4
10283;2021;cv;ervaring;relevantie;8.9
10284;2021;cv;ervaring;relevantie;2.0
10285;2021;cv;ervaring;relevantie;3.6
10286;2021;cv;ervaring;relevantie;5.5
10287;2021;cv;ervaring;relevantie;5.2
10288;2021;cv;ervaring;relevantie;3.8
10289;2021;cv;ervaring;relevantie;5.9
10290;2021;cv;ervaring;relevantie;6.1
10291;2021;cv;ervaring;relevantie;4.3
10292;2021;cv;ervaring;relevantie;4.2
10293;2021;cv;ervaring;relevantie;2.1
10294;2021;cv;ervaring;relevantie;3.3
10295;2021;cv;ervaring;relevantie;5.2
10296;2021;cv;ervaring;relevantie;6.4
10297;2021;cv;ervaring;relevantie;5.5
10298;2021;cv;ervaring;relevantie;4.0
10299;2021;cv;ervaring;relevantie;6.3
10300;2021;cv;ervaring;relevantie;3.3
10301;2021;cv;ervaring;relevantie;5.4
10302;2021;cv;ervaring;relevantie;5.2
10303;2021;cv;ervaring;relevantie;3.2
10304;2021;cv;ervaring;relevantie;3.4
10305;2021;cv;ervaring;relevantie;3.8
10306;2021;cv;ervaring;relevantie;5.1
10307;2021;cv;ervaring;relevantie;5.4
10308;2021;cv;ervaring;relevantie;5.2
10309;2021;cv;ervaring;relevantie;2.6
10310;2021;cv;ervaring;relevantie;1.0
10311;2021;cv;ervaring;relevantie;6.9
10312;2021;cv;ervaring;relevantie;4.1
10313;2021;cv;ervaring;relevantie;5.8
10314;2021;cv;ervaring;relevantie;1.0
10315;2021;cv;ervaring;relevantie;6.8
10316;2021;cv;ervaring;relevantie;5.3
10317;2021;cv;ervaring;relevantie;6.2
10318;2021;cv;ervaring;relevantie;4.3
10319;2021;cv;ervaring;relevantie;4.7
10320;2021;cv;ervaring;relevantie;3.4
10321;2021;cv;ervaring;relevantie;3.9
10322;2021;cv;ervaring;relevantie;4.8
10323;2021;cv;ervaring;relevantie;5.5
10324;2021;cv;ervaring;relevantie;3.0
10325;2021;cv;ervaring;relevantie;3.9
10326;2021;cv;ervaring;relevantie;7.1
10327;2021;cv;ervaring;relevantie;6.2
10328;2021;cv;ervaring;relevantie;6.4
10329;2021;cv;ervaring;relevantie;3.2
10330;2021;cv;ervaring;relevantie;3.5
10331;2021;cv;ervaring;relevantie;5.8
10332;2021;cv;ervaring;relevantie;6.5
10333;2021;cv;ervaring;relevantie;5.2
10334;2021;cv;ervaring;relevantie;3.3
10335;2021;cv;ervaring;relevantie;5.6
10336;2021;cv;ervaring;relevantie;4.9
10337;2021;cv;ervaring;relevantie;4.1
10338;2021;cv;ervaring;relevantie;3.9
10339;2021;cv;ervaring;relevantie;6.7
10340;2021;cv;ervaring;relevantie;5.4
10341;2021;cv;ervaring;relevantie;4.9
10342;2021;cv;ervaring;relevantie;5.4
10343;2022;interview;vraag_1;inhoud;5.5
10344;2022;interview;vraag_1;inhoud;5.3
10345;2022;interview;vraag_1;inhoud;4.3
10346;2022;interview;vraag_1;inhoud;4.2
10347;2022;interview;vraag_1;inhoud;6.9
10348;2022;interview;vraag_1;inhoud;4.8
10349;2022;interview;vraag_1;inhoud;3.3
10350;2022;interview;vraag_1;inhoud;5.6
10351;2022;interview;vraag_1;inhoud;6.5
10352;2022;interview;vraag_1;inhoud;3.4
10353;2022;interview;vraag_1;inhoud;4.7
10354;2022;interview;vraag_1;inhoud;5.8
10355;2022;interview;vraag_1;inhoud;6.4
10356;2022;interview;vraag_1;inhoud;3.4
10357;2022;interview;vraag_1;inhoud;7.1
10358;2022;interview;vraag_1;inhoud;5.0
10359;2022;interview;vraag_1;inhoud;5.0
10360;2022;interview;vraag_1;inhoud;2.1
10361;2022;interview;vraag_1;inhoud;5.8
10362;2022;interview;vraag_1;inhoud;4.2
10363;2022;interview;vraag_1;inhoud;5.3
10364;2022;interview;vraag_1;inhoud;2.4
10365;2022;interview;vraag_1;inhoud;6.0
10366;2022;interview;vraag_1;inhoud;3.9
10367;2022;interview;vraag_1;inhoud;6.7
10368;2022;interview;vraag_1;inhoud;4.4
10369;2022;interview;vraag_1;inhoud;5.6
10370;2022;interview;vraag_1;inhoud;6.1
10371;2022;interview;vraag_1;inhoud;5.5
10372;2022;interview;vraag_1;inhoud;5.8
10373;2022;interview;vraag_1;inhoud;7.1
10374;2022;interview;vraag_1;inhoud;5.1
10375;2022;interview;vraag_1;inhoud;5.8
10376;2022;interview;vraag_1;inhoud;3.6
10377;2022;interview;vraag_1;inhoud;5.8
10378;2022;interview;vraag_1;inhoud;5.7
10379;2022;interview;vraag_1;inhoud;4.6
10380;2022;interview;vraag_1;inhoud;3.4
10381;2022;interview;vraag_1;inhoud;9.4
10382;2022;interview;vraag_1;inhoud;2.8
10383;2022;interview;vraag_1;inhoud;3.4
10384;2022;interview;vraag_1;inhoud;5.6
10385;2022;interview;vraag_1;inhoud;6.0
10386;2022;interview;vraag_1;inhoud;7.5
10387;2022;interview;vraag_1;inhoud;5.0
10388;2022;interview;vraag_1;inhoud;6.0
10389;2022;interview;vraag_1;inhoud;4.4
10390;2022;interview;vraag_1;inhoud;7.0
10391;2022;interview;vraag_1;inhoud;5.9
10392;2022;interview;vraag_1;inhoud;4.7
10393;2022;interview;vraag_1;inhoud;6.3
10394;2022;interview;vraag_1;inhoud;5.6
10395;2022;interview;vraag_1;inhoud;2.8
10396;2022;interview;vraag_1;inhoud;5.0
10397;2022;interview;vraag_1;inhoud;6.6
10398;2022;interview;vraag_1;inhoud;2.2
10399;2022;interview;vraag_1;inhoud;2.3
10400;2022;interview;vraag_1;inhoud;5.1
10401;2022;interview;vraag_1;inhoud;3.8
10402;2022;interview;vraag_1;inhoud;6.7
10403;2022;interview;vraag_1;inhoud;4.2
10404;2022;interview;vraag_1;inhoud;4.3
10405;2022;interview;vraag_1;inhoud;2.8
10406;2022;interview;vraag_1;inhoud;2.9
10407;2022;interview;vraag_1;inhoud;3.4
10408;2022;interview;vraag_1;inhoud;4.7
10409;2022;interview;vraag_1;inhoud;8.3
10410;2022;interview;vraag_1;inhoud;7.0
10411;2022;interview;vraag_1;inhoud;3.3
10412;2022;interview;vraag_1;inhoud;4.0
10413;2022;interview;vraag_1;inhoud;4.7
10414;2022;interview;vraag_1;inhoud;5.5
10415;2022;interview;vraag_1;inhoud;5.6
10416;2022;interview;vraag_1;inhoud;5.7
10417;2022;interview;vraag_1;inhoud;5.4
10418;2022;interview;vraag_1;inhoud;6.1
10419;2022;interview;vraag_1;inhoud;2.7
10420;2022;interview;vraag_1;inhoud;5.6
10421;2022;interview;vraag_1;inhoud;2.8
10422;2022;interview;vraag_1;inhoud;5.0
10423;2022;interview;vraag_1;inhoud;2.1
10424;2022;interview;vraag_1;inhoud;5.9
10425;2022;interview;vraag_1;inhoud;2.5
10426;2022;interview;vraag_1;inhoud;6.5
10427;2022;interview;vraag_1;inhoud;4.6
10428;2022;interview;vraag_1;inhoud;3.9
10429;2022;interview;vraag_1;inhoud;4.2
10430;2022;interview;vraag_1;inhoud;5.8
10431;2022;interview;vraag_1;inhoud;1.1
10432;2022;interview;vraag_1;inhoud;6.0
10433;2022;interview;vraag_1;inhoud;5.7
10434;2022;interview;vraag_1;inhoud;5.2
10435;2022;interview;vraag_1;inhoud;6.1
10436;2022;interview;vraag_1;inhoud;6.8
10437;2022;interview;vraag_1;inhoud;7.1
10438;2022;interview;vraag_1;inhoud;5.5
10439;2022;interview;vraag_1;inhoud;6.4
10440;2022;interview;vraag_1;inhoud;3.7
10441;2022;interview;vraag_1;inhoud;5.5
10442;2022;interview;vraag_1;inhoud;6.7
10443;2022;interview;vraag_1;inhoud;3.9
10444;2022;interview;vraag_1;inhoud;3.8
10445;2022;interview;vraag_1;inhoud;4.0
10446;2022;interview;vraag_1;inhoud;5.1
10447;2022;interview;vraag_1;inhoud;5.6
10448;2022;interview;vraag_1;inhoud;2.5
10449;2022;interview;vraag_1;inhoud;3.1
10450;2022;interview;vraag_1;inhoud;8.1
