persoonsgebonden_nummer;inschrijvingsjaar;instellingscode;actuele_instelling;opleidingscode;opleidingsvorm;opleidingsfase;maand_vanaf;code_beeindiging;eerste_jaar_aan_deze_instelling;eerste_jaar_in_het_hoger_onderwijs;eerste_jaar_aan_deze_opleiding_instelling;verblijfsjaar_hoger_onderwijs;geslacht;leeftijd_per_peildatum_1_oktober;hoogste_vooropleiding;diplomajaar_van_de_hoogste_vooropl_voor_het_ho;herkomst_indikking_volgens_cbs_definitie;gem_eindcijfer_vo_van_de_hoogste_vooropl_voor_het_ho;indicatie_actief_op_peildatum;soort_inschrijving_continu_type_ho_binnen_ho;indicatie_eerstejaars_continu_type_ho_binnen_ho;datum_inschrijving;datum_uitschrijving
10470;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;20;405;2022;1;7.2;1;1;1;20220901;0
10470;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;21;405;2020;1;7.2;1;2;2;20230901;0
10477;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;19;404;2021;1;5.2;1;1;1;20220901;0
10477;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;20;404;2021;1;5.2;1;2;2;20230901;0
10484;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;411;2022;1;7.6;1;1;1;20220901;20220831
10485;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;404;2020;1;6.9;1;1;1;20220901;20220831
10486;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;405;2021;1;7.7;1;1;1;20220901;0
10486;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;20;405;2022;1;7.7;1;2;2;20230901;0
10488;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;405;2020;4;8.1;1;1;1;20220901;20220831
10489;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;405;2020;2;6.8;1;1;1;20220901;0
10489;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;20;405;2022;2;6.8;1;2;2;20230901;0
10494;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;18;405;2020;1;6.7;1;1;1;20220901;0
10494;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;19;405;2021;1;6.7;1;2;2;20230901;0
10495;2022;DEMO;DEMO;99001;1;B;9;0;2022;2021;2022;1;V;20;502;2020;1;7.2;1;1;1;20220901;20220831
10498;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;20;404;2022;2;6.2;1;1;1;20220901;0
10498;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;21;404;2022;2;6.2;1;2;2;20230901;0
10500;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;18;405;2020;1;6.3;1;1;1;20220901;20220831
10503;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;405;2022;2;5.8;1;1;1;20220901;0
10503;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;20;405;2022;2;5.8;1;2;2;20230901;0
10504;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;405;2020;1;7.5;1;1;1;20220901;20220831
10506;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;O;18;405;2021;7;7.8;1;1;1;20220901;0
10506;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;O;19;405;2020;7;7.8;1;2;2;20230901;0
10511;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;22;405;2022;1;7.6;1;1;1;20220901;0
10511;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;23;405;2021;1;7.6;1;2;2;20230901;0
10517;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;17;403;2020;7;6.5;1;1;1;20220901;20220831
10527;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;20;403;2022;2;7.8;1;1;1;20220901;20220831
10532;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;405;2021;7;7.1;1;1;1;20220901;20220831
10537;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;404;2020;1;6.4;1;1;1;20220901;0
10537;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;20;404;2020;1;6.4;1;2;2;20230901;0
10541;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;405;2021;1;6.4;1;1;1;20220901;0
10541;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;21;405;2021;1;6.4;1;2;2;20230901;0
10544;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;17;405;2022;4;6.0;1;1;1;20220901;0
10544;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;18;405;2020;4;6.0;1;2;2;20230901;0
10547;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;404;2022;1;7.8;1;1;1;20220901;0
10547;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;21;404;2020;1;7.8;1;2;2;20230901;0
10550;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;17;411;2022;2;7.6;1;1;1;20220901;0
10550;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;18;411;2022;2;7.6;1;2;2;20230901;0
10551;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;402;2020;1;6.8;1;1;1;20220901;0
10551;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;21;402;2022;1;6.8;1;2;2;20230901;0
10565;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;17;404;2022;1;7.6;1;1;1;20220901;0
10565;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;18;404;2021;1;7.6;1;2;2;20230901;0
10568;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;18;405;2021;2;7.0;1;1;1;20220901;0
10568;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;19;405;2020;2;7.0;1;2;2;20230901;0
10575;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;405;2021;1;6.1;1;1;1;20220901;20220831
10577;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;20;403;2022;7;6.6;1;1;1;20220901;0
10577;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;21;403;2022;7;6.6;1;2;2;20230901;0
10578;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;411;2021;1;6.7;1;1;1;20220901;0
10578;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;20;411;2022;1;6.7;1;2;2;20230901;0
10583;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;405;2022;7;7.5;1;1;1;20220901;20220831
10584;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;19;405;2020;5;7.7;1;1;1;20220901;20220831
10597;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;19;405;2020;1;7.3;1;1;1;20220901;20220831
10604;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;405;2021;1;6.3;1;1;1;20220901;20220831
10620;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;404;2022;2;7.7;1;1;1;20220901;20220831
10629;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;21;405;2020;3;7.4;1;1;1;20220901;20220831
10632;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;18;403;2020;2;6.3;1;1;1;20220901;0
10632;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;19;403;2022;2;6.3;1;2;2;20230901;0
10636;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;19;404;2021;1;7.4;1;1;1;20220901;0
10636;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;20;404;2021;1;7.4;1;2;2;20230901;0
10637;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;405;2021;1;7.3;1;1;1;20220901;0
10637;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;21;405;2020;1;7.3;1;2;2;20230901;0
10639;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;18;404;2021;1;7.4;1;1;1;20220901;20220831
10642;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;404;2020;1;6.8;1;1;1;20220901;0
10642;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;20;404;2022;1;6.8;1;2;2;20230901;0
10645;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;19;404;2020;1;6.8;1;1;1;20220901;0
10645;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;20;404;2021;1;6.8;1;2;2;20230901;0
10647;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;403;2020;1;6.9;1;1;1;20220901;20220831
10648;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;17;405;2021;2;7.2;1;1;1;20220901;0
10648;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;18;405;2021;2;7.2;1;2;2;20230901;0
10652;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;21;405;2022;1;7.7;1;1;1;20220901;20220831
10655;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;O;20;404;2021;1;6.9;1;1;1;20220901;0
10655;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;O;21;404;2020;1;6.9;1;2;2;20230901;0
10657;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;21;411;2022;1;7.9;1;1;1;20220901;20220831
10659;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;19;411;2022;3;6.3;1;1;1;20220901;0
10659;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;20;411;2022;3;6.3;1;2;2;20230901;0
10664;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;405;2022;1;6.3;1;1;1;20220901;20220831
10669;2022;DEMO;DEMO;99001;1;B;9;0;2022;2020;2022;1;V;18;502;2021;1;6.2;1;1;1;20220901;0
10669;2023;DEMO;DEMO;99001;1;B;9;0;2022;2021;2022;2;V;19;502;2021;1;6.2;1;2;2;20230901;0
10670;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;405;2020;3;6.8;1;1;1;20220901;0
10670;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;20;405;2021;3;6.8;1;2;2;20230901;0
10673;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;403;2020;1;7.2;1;1;1;20220901;0
10673;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;21;403;2020;1;7.2;1;2;2;20230901;0
10681;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;22;405;2020;5;6.4;1;1;1;20220901;20220831
10689;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;405;2020;5;7.5;1;1;1;20220901;20220831
10690;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;411;2022;3;8.2;1;1;1;20220901;0
10690;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;20;411;2020;3;8.2;1;2;2;20230901;0
10692;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;18;405;2021;1;7.5;1;1;1;20220901;0
10692;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;19;405;2022;1;7.5;1;2;2;20230901;0
10694;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;402;2020;1;6.3;1;1;1;20220901;0
10694;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;21;402;2020;1;6.3;1;2;2;20230901;0
10695;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;19;403;2021;3;7.5;1;1;1;20220901;0
10695;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;20;403;2022;3;7.5;1;2;2;20230901;0
10703;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;403;2020;1;7.9;1;1;1;20220901;20220831
10707;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;17;405;2021;1;7.9;1;1;1;20220901;0
10707;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;18;405;2021;1;7.9;1;2;2;20230901;0
10709;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;21;405;2021;1;7.1;1;1;1;20220901;0
10709;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;22;405;2020;1;7.1;1;2;2;20230901;0
10714;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;18;411;2021;1;7.8;1;1;1;20220901;0
10714;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;19;411;2021;1;7.8;1;2;2;20230901;0
10717;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;19;403;2021;1;5.9;1;1;1;20220901;0
10717;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;20;403;2022;1;5.9;1;2;2;20230901;0
10719;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;19;405;2020;1;7.0;1;1;1;20220901;20220831
10721;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;405;2020;1;7.6;1;1;1;20220901;0
10721;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;20;405;2022;1;7.6;1;2;2;20230901;0
10726;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;20;404;2022;1;6.8;1;1;1;20220901;0
10726;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;21;404;2021;1;6.8;1;2;2;20230901;0
10729;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;405;2022;1;8.5;1;1;1;20220901;0
10729;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;20;405;2022;1;8.5;1;2;2;20230901;0
10732;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;405;2021;1;7.0;1;1;1;20220901;20220831
10746;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;21;411;2021;5;6.4;1;1;1;20220901;20220831
10752;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;21;404;2021;7;7.0;1;1;1;20220901;0
10752;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;22;404;2020;7;7.0;1;2;2;20230901;0
10756;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;23;405;2020;1;6.9;1;1;1;20220901;20220831
10759;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;20;404;2022;1;7.0;1;1;1;20220901;0
10759;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;21;404;2020;1;7.0;1;2;2;20230901;0
10761;2022;DEMO;DEMO;99001;1;B;9;0;2022;2019;2022;1;M;23;502;2022;1;7.0;1;1;1;20220901;20220831
10776;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;21;405;2022;4;6.4;1;1;1;20220901;0
10776;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;22;405;2020;4;6.4;1;2;2;20230901;0
10784;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;18;405;2021;1;6.7;1;1;1;20220901;0
10784;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;19;405;2020;1;6.7;1;2;2;20230901;0
10785;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;19;404;2021;1;6.2;1;1;1;20220901;20220831
10787;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;22;404;2020;1;7.5;1;1;1;20220901;0
10787;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;23;404;2022;1;7.5;1;2;2;20230901;0
10791;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;19;405;2020;1;7.3;1;1;1;20220901;0
10791;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;20;405;2020;1;7.3;1;2;2;20230901;0
10793;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;18;411;2021;5;8.2;1;1;1;20220901;20220831
10794;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;V;20;404;2021;3;5.1;1;1;1;20220901;0
10794;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;V;21;404;2020;3;5.1;1;2;2;20230901;0
10795;2022;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;1;M;21;405;2021;1;6.4;1;1;1;20220901;0
10795;2023;DEMO;DEMO;99001;1;B;9;0;2022;2022;2022;2;M;22;405;2022;1;6.4;1;2;2;20230901;0
10802;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;17;405;2022;1;7.6;1;1;1;20230901;20230831
10803;2023;DEMO;DEMO;99001;1;B;9;0;2023;2022;2023;1;M;18;502;2021;5;6.3;1;1;1;20230901;0
10803;2024;DEMO;DEMO;99001;1;B;9;0;2023;2020;2023;2;M;19;502;2023;5;6.3;1;2;2;20240901;0
10808;2023;DEMO;DEMO;99001;1;B;9;0;2023;2021;2023;1;V;19;502;2022;7;6.5;1;1;1;20230901;0
10808;2024;DEMO;DEMO;99001;1;B;9;0;2023;2021;2023;2;V;20;502;2023;7;6.5;1;2;2;20240901;0
10810;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;19;411;2023;1;6.9;1;1;1;20230901;20230831
10811;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;21;411;2022;1;7.4;1;1;1;20230901;0
10811;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;22;411;2021;1;7.4;1;2;2;20240901;0
10826;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;404;2023;1;6.7;1;1;1;20230901;20230831
10830;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;405;2021;2;7.4;1;1;1;20230901;0
10830;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;405;2021;2;7.4;1;2;2;20240901;0
10831;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;405;2021;1;7.3;1;1;1;20230901;0
10831;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;21;405;2022;1;7.3;1;2;2;20240901;0
10834;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;18;405;2021;1;7.3;1;1;1;20230901;0
10834;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;19;405;2023;1;7.3;1;2;2;20240901;0
10837;2023;DEMO;DEMO;99001;1;B;9;0;2023;2022;2023;1;M;19;502;2022;1;6.6;1;1;1;20230901;20230831
10840;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;17;411;2023;1;7.8;1;1;1;20230901;20230831
10845;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;18;404;2023;1;6.3;1;1;1;20230901;0
10845;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;19;404;2021;1;6.3;1;2;2;20240901;0
10846;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;405;2021;1;6.8;1;1;1;20230901;0
10846;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;405;2023;1;6.8;1;2;2;20240901;0
10850;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;21;404;2021;1;6.8;1;1;1;20230901;0
10850;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;22;404;2023;1;6.8;1;2;2;20240901;0
10855;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;411;2021;7;7.1;1;1;1;20230901;0
10855;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;411;2021;7;7.1;1;2;2;20240901;0
10857;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;405;2022;1;7.1;1;1;1;20230901;20230831
10860;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;17;405;2023;1;7.2;1;1;1;20230901;0
10860;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;18;405;2022;1;7.2;1;2;2;20240901;0
10863;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;22;404;2021;7;6.2;1;1;1;20230901;0
10863;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;23;404;2021;7;6.2;1;2;2;20240901;0
10864;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;405;2022;3;7.0;1;1;1;20230901;20230831
10865;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;411;2021;1;6.8;1;1;1;20230901;0
10865;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;21;411;2021;1;6.8;1;2;2;20240901;0
10875;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;405;2022;1;7.2;1;1;1;20230901;20230831
10882;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;18;404;2023;1;6.0;1;1;1;20230901;0
10882;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;19;404;2021;1;6.0;1;2;2;20240901;0
10885;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;405;2021;1;7.4;1;1;1;20230901;20230831
10887;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;17;404;2022;1;8.2;1;1;1;20230901;20230831
10901;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;18;403;2023;2;5.9;1;1;1;20230901;0
10901;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;19;403;2021;2;5.9;1;2;2;20240901;0
10902;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;20;402;2022;1;6.1;1;1;1;20230901;0
10902;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;21;402;2023;1;6.1;1;2;2;20240901;0
10904;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;404;2022;1;6.4;1;1;1;20230901;0
10904;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;21;404;2023;1;6.4;1;2;2;20240901;0
10905;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;404;2021;1;7.2;1;1;1;20230901;0
10905;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;404;2023;1;7.2;1;2;2;20240901;0
10906;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;21;411;2022;1;6.7;1;1;1;20230901;0
10906;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;22;411;2023;1;6.7;1;2;2;20240901;0
10907;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;404;2021;1;6.6;1;1;1;20230901;20230831
10908;2023;DEMO;DEMO;99001;1;B;9;0;2023;2021;2023;1;M;19;502;2023;2;6.7;1;1;1;20230901;20230831
10911;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;17;404;2022;7;7.0;1;1;1;20230901;20230831
10913;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;17;405;2022;1;7.7;1;1;1;20230901;0
10913;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;18;405;2021;1;7.7;1;2;2;20240901;0
10915;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;20;411;2021;1;7.4;1;1;1;20230901;0
10915;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;21;411;2021;1;7.4;1;2;2;20240901;0
10920;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;18;404;2023;1;6.4;1;1;1;20230901;20230831
10921;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;17;402;2022;1;6.4;1;1;1;20230901;0
10921;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;18;402;2022;1;6.4;1;2;2;20240901;0
10926;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;405;2023;1;7.6;1;1;1;20230901;20230831
10928;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;404;2022;1;7.8;1;1;1;20230901;0
10928;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;404;2022;1;7.8;1;2;2;20240901;0
10931;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;22;405;2022;1;6.6;1;1;1;20230901;20230831
10935;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;403;2022;1;6.5;1;1;1;20230901;20230831
10938;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;20;405;2022;1;7.1;1;1;1;20230901;0
10938;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;21;405;2023;1;7.1;1;2;2;20240901;0
10946;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;18;411;2023;7;7.5;1;1;1;20230901;0
10946;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;19;411;2021;7;7.5;1;2;2;20240901;0
10950;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;20;404;2022;1;6.6;1;1;1;20230901;0
10950;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;21;404;2023;1;6.6;1;2;2;20240901;0
10952;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;405;2022;2;7.4;1;1;1;20230901;0
10952;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;405;2022;2;7.4;1;2;2;20240901;0
10954;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;402;2021;1;6.7;1;1;1;20230901;0
10954;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;402;2022;1;6.7;1;2;2;20240901;0
10958;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;403;2022;1;6.3;1;1;1;20230901;0
10958;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;21;403;2022;1;6.3;1;2;2;20240901;0
10959;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;18;404;2022;1;7.4;1;1;1;20230901;0
10959;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;19;404;2021;1;7.4;1;2;2;20240901;0
10963;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;403;2023;1;6.4;1;1;1;20230901;20230831
10972;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;404;2023;1;7.2;1;1;1;20230901;0
